frame_number,instruction_text,quality_score,image_path,robot_x,robot_y,robot_z,robot_qx,robot_qy,robot_qz,robot_qw,roll_deg,pitch_deg,yaw_deg
17,make slow circular sweeps until moving anatomy appears,1,frames/frame_000017.png,-0.599491,0.084072,0.145554,-0.642971,0.198685,0.693409,-0.257481,81.171302,52.126576,-93.790300
18,make slow circular sweeps until moving anatomy appears,1,frames/frame_000018.png,-0.598441,0.086677,0.145434,-0.642174,0.200784,0.693997,-0.256255,81.153585,52.039082,-94.091890
19,make slow circular sweeps until moving anatomy appears,1,frames/frame_000019.png,-0.598442,0.086673,0.145423,-0.642186,0.200784,0.693990,-0.256243,81.156320,52.040216,-94.090150
20,make slow circular sweeps until moving anatomy appears,1,frames/frame_000020.png,-0.598430,0.086686,0.145394,-0.642204,0.200804,0.693972,-0.256231,81.162410,52.039849,-94.086820
21,make slow circular sweeps until moving anatomy appears,1,frames/frame_000021.png,-0.599487,0.084112,0.145589,-0.642939,0.198728,0.693424,-0.257488,81.167618,52.121841,-93.797007
22,make slow circular sweeps until moving anatomy appears,1,frames/frame_000022.png,-0.598448,0.086732,0.145453,-0.642148,0.200814,0.694029,-0.256211,81.149523,52.039670,-94.102313
23,make slow circular sweeps until moving anatomy appears,1,frames/frame_000023.png,-0.598425,0.086653,0.145394,-0.642213,0.200784,0.693959,-0.256260,81.163026,52.039350,-94.081997
24,make slow circular sweeps until moving anatomy appears,1,frames/frame_000024.png,-0.598451,0.086692,0.145420,-0.642179,0.200775,0.694010,-0.256214,81.153387,52.043184,-94.094934
25,make slow circular sweeps until moving anatomy appears,1,frames/frame_000025.png,-0.598477,0.086636,0.145502,-0.642136,0.200740,0.694035,-0.256281,81.140987,52.039767,-94.098522
26,make slow circular sweeps until moving anatomy appears,1,frames/frame_000026.png,-0.598458,0.086710,0.145433,-0.642173,0.200804,0.694003,-0.256224,81.154876,52.039838,-94.094989
27,make slow circular sweeps until moving anatomy appears,1,frames/frame_000027.png,-0.598467,0.086730,0.145465,-0.642138,0.200803,0.694039,-0.256218,81.146174,52.039804,-94.104084
28,make slow circular sweeps until moving anatomy appears,1,frames/frame_000028.png,-0.598434,0.086695,0.145451,-0.642154,0.200800,0.694011,-0.256254,81.150371,52.037447,-94.096527
29,make slow circular sweeps until moving anatomy appears,1,frames/frame_000029.png,-0.598456,0.086683,0.145449,-0.642156,0.200781,0.694017,-0.256248,81.149075,52.039450,-94.096757
30,make slow circular sweeps until moving anatomy appears,1,frames/frame_000030.png,-0.599519,0.084064,0.145629,-0.642918,0.198689,0.693443,-0.257519,81.159553,52.122100,-93.799093
31,make slow circular sweeps until moving anatomy appears,1,frames/frame_000031.png,-0.598436,0.086680,0.145453,-0.642166,0.200791,0.694006,-0.256245,81.152273,52.039080,-94.094630
32,make slow circular sweeps until moving anatomy appears,1,frames/frame_000032.png,-0.598346,0.086731,0.145433,-0.642440,0.200877,0.693773,-0.256120,81.223553,52.047293,-94.041542
33,make slow circular sweeps until moving anatomy appears,1,frames/frame_000033.png,-0.599357,0.084160,0.145594,-0.643479,0.199056,0.692867,-0.257384,81.325213,52.112939,-93.676356
34,make slow circular sweeps until moving anatomy appears,1,frames/frame_000034.png,-0.598350,0.086716,0.145506,-0.643088,0.203608,0.691633,-0.258120,81.659461,51.669890,-93.663101
35,make slow circular sweeps until moving anatomy appears,1,frames/frame_000035.png,-0.599580,0.083884,0.145888,-0.643952,0.205700,0.688157,-0.263538,82.132117,51.065138,-92.895641
36,make slow circular sweeps until moving anatomy appears,1,frames/frame_000036.png,-0.598578,0.086356,0.145790,-0.643082,0.210337,0.686988,-0.265050,82.367655,50.541053,-92.921239
37,make slow circular sweeps until moving anatomy appears,1,frames/frame_000037.png,-0.598649,0.086331,0.145824,-0.642328,0.216907,0.682796,-0.272316,82.877004,49.378203,-92.334197
38,make slow circular sweeps until moving anatomy appears,1,frames/frame_000038.png,-0.599691,0.083688,0.146024,-0.642434,0.218741,0.679787,-0.278067,83.131218,48.745386,-91.730706
39,make slow circular sweeps until moving anatomy appears,1,frames/frame_000039.png,-0.598708,0.086191,0.145958,-0.639139,0.230502,0.674907,-0.287873,83.552878,46.887037,-91.447227
40,make slow circular sweeps until moving anatomy appears,1,frames/frame_000040.png,-0.598720,0.086142,0.146041,-0.637640,0.235542,0.672115,-0.293594,83.734377,45.957706,-91.189916
41,make slow circular sweeps until moving anatomy appears,1,frames/frame_000041.png,-0.599759,0.083460,0.146188,-0.635549,0.243180,0.666000,-0.305591,84.078570,44.260666,-90.430792
42,make slow circular sweeps until moving anatomy appears,1,frames/frame_000042.png,-0.599348,0.083025,0.145537,-0.625034,0.273529,0.648499,-0.337584,84.921764,38.754886,-89.319531
43,make slow circular sweeps until moving anatomy appears,1,frames/frame_000043.png,-0.599325,0.083038,0.145600,-0.622942,0.278714,0.645565,-0.342795,85.023391,37.822345,-89.192660
44,make slow circular sweeps until moving anatomy appears,1,frames/frame_000044.png,-0.598288,0.085547,0.145527,-0.617812,0.290525,0.640518,-0.351626,85.194940,35.953349,-89.245142
45,make slow circular sweeps until moving anatomy appears,1,frames/frame_000045.png,-0.598288,0.085438,0.145550,-0.613612,0.300292,0.634478,-0.361584,85.382896,34.158531,-88.994198
46,make slow circular sweeps until moving anatomy appears,1,frames/frame_000046.png,-0.598292,0.085306,0.145549,-0.611445,0.305118,0.631354,-0.366647,85.468177,33.252853,-88.863207
47,make slow circular sweeps until moving anatomy appears,1,frames/frame_000047.png,-0.598195,0.085119,0.145311,-0.606953,0.315005,0.624832,-0.376783,85.648340,31.406727,-88.609329
48,make slow circular sweeps until moving anatomy appears,1,frames/frame_000048.png,-0.598125,0.085062,0.145094,-0.602028,0.324830,0.618398,-0.386823,85.774320,29.556586,-88.409888
49,make slow circular sweeps until moving anatomy appears,1,frames/frame_000049.png,-0.598136,0.084992,0.145083,-0.599446,0.329604,0.615242,-0.391795,85.814720,28.641856,-88.323412
50,make slow circular sweeps until moving anatomy appears,1,frames/frame_000050.png,-0.598118,0.084890,0.145083,-0.593916,0.339500,0.608518,-0.402131,85.890344,26.728914,-88.146298
51,make slow circular sweeps until moving anatomy appears,1,frames/frame_000051.png,-0.598074,0.084797,0.145032,-0.588419,0.349034,0.601775,-0.412075,85.962708,24.868325,-87.973348
52,make slow circular sweeps until moving anatomy appears,1,frames/frame_000052.png,-0.598021,0.084684,0.144871,-0.576994,0.367953,0.587812,-0.431468,86.103541,21.149878,-87.654138
53,make slow circular sweeps until moving anatomy appears,1,frames/frame_000053.png,-0.597991,0.084526,0.144970,-0.571014,0.376981,0.580674,-0.441187,86.132649,19.299600,-87.485470
54,make slow circular sweeps until moving anatomy appears,1,frames/frame_000054.png,-0.597985,0.084469,0.145048,-0.567839,0.381548,0.577080,-0.446047,86.135912,18.360816,-87.415384
55,make slow circular sweeps until moving anatomy appears,1,frames/frame_000055.png,-0.597866,0.084563,0.144979,-0.561587,0.390712,0.569900,-0.455168,86.176550,16.524057,-87.302640
56,make slow circular sweeps until moving anatomy appears,1,frames/frame_000056.png,-0.597784,0.084811,0.145033,-0.554838,0.400211,0.562449,-0.464368,86.209140,14.622259,-87.217914
57,make slow circular sweeps until moving anatomy appears,1,frames/frame_000057.png,-0.598814,0.082233,0.145182,-0.556044,0.398789,0.561201,-0.465657,86.233101,14.637679,-86.916723
58,make slow circular sweeps until moving anatomy appears,1,frames/frame_000058.png,-0.597803,0.084782,0.145049,-0.554574,0.400563,0.562129,-0.464767,86.209150,14.545383,-87.209650
59,make slow circular sweeps until moving anatomy appears,1,frames/frame_000059.png,-0.598800,0.082223,0.145171,-0.556049,0.398803,0.561177,-0.465667,86.235147,14.635244,-86.914922
60,make slow circular sweeps until moving anatomy appears,1,frames/frame_000060.png,-0.597769,0.084796,0.144971,-0.554622,0.400585,0.562097,-0.464728,86.217663,14.547154,-87.207582
61,make slow circular sweeps until moving anatomy appears,1,frames/frame_000061.png,-0.597799,0.084775,0.145006,-0.554591,0.400573,0.562110,-0.464761,86.212456,14.545056,-87.208099
62,make slow circular sweeps until moving anatomy appears,1,frames/frame_000062.png,-0.597777,0.084815,0.145004,-0.554593,0.400583,0.562127,-0.464729,86.213687,14.547261,-87.211271
63,make slow circular sweeps until moving anatomy appears,1,frames/frame_000063.png,-0.597802,0.084783,0.145025,-0.554583,0.400584,0.562111,-0.464759,86.212462,14.544035,-87.209325
64,make slow circular sweeps until moving anatomy appears,1,frames/frame_000064.png,-0.598831,0.082246,0.145185,-0.556038,0.398795,0.561213,-0.465643,86.232933,14.638496,-86.918954
65,make slow circular sweeps until moving anatomy appears,1,frames/frame_000065.png,-0.597777,0.084818,0.144991,-0.554593,0.400614,0.562104,-0.464730,86.216637,14.544013,-87.211250
66,make slow circular sweeps until moving anatomy appears,1,frames/frame_000066.png,-0.597770,0.084790,0.144962,-0.554628,0.400602,0.562077,-0.464731,86.220069,14.545112,-87.206501
67,make slow circular sweeps until moving anatomy appears,1,frames/frame_000067.png,-0.598836,0.082201,0.145191,-0.556051,0.398755,0.561209,-0.465667,86.230829,14.640166,-86.914624
68,make slow circular sweeps until moving anatomy appears,1,frames/frame_000068.png,-0.597784,0.084783,0.144991,-0.554609,0.400568,0.562116,-0.464736,86.214266,14.548103,-87.208355
69,make slow circular sweeps until moving anatomy appears,1,frames/frame_000069.png,-0.597775,0.084797,0.144984,-0.554620,0.400590,0.562109,-0.464712,86.217793,14.548295,-87.209591
70,make slow circular sweeps until moving anatomy appears,1,frames/frame_000070.png,-0.598827,0.082220,0.145218,-0.556034,0.398742,0.561243,-0.465657,86.227290,14.642450,-86.917891
71,make slow circular sweeps until moving anatomy appears,1,frames/frame_000071.png,-0.597787,0.084803,0.144987,-0.554614,0.400588,0.562115,-0.464714,86.216846,14.548307,-87.210099
72,make slow circular sweeps until moving anatomy appears,1,frames/frame_000072.png,-0.597794,0.084787,0.145038,-0.554586,0.400555,0.562130,-0.464758,86.210033,14.547110,-87.208990
73,make slow circular sweeps until moving anatomy appears,1,frames/frame_000073.png,-0.598816,0.082236,0.145197,-0.556036,0.398765,0.561227,-0.465656,86.229655,14.640289,-86.917845
74,make slow circular sweeps until moving anatomy appears,1,frames/frame_000074.png,-0.598824,0.082214,0.145190,-0.556053,0.398768,0.561205,-0.465659,86.232276,14.639703,-86.915184
75,make slow circular sweeps until moving anatomy appears,1,frames/frame_000075.png,-0.597780,0.084779,0.144996,-0.554616,0.400573,0.562106,-0.464736,86.215628,14.547652,-87.207546
76,make slow circular sweeps until moving anatomy appears,1,frames/frame_000076.png,-0.597778,0.084807,0.145029,-0.554591,0.400558,0.562144,-0.464732,86.210982,14.549484,-87.211259
77,make slow circular sweeps until moving anatomy appears,1,frames/frame_000077.png,-0.597761,0.084810,0.144959,-0.554633,0.400598,0.562117,-0.464681,86.220225,14.550733,-87.211292
78,make slow circular sweeps until moving anatomy appears,1,frames/frame_000078.png,-0.598826,0.082211,0.145189,-0.556038,0.398774,0.561202,-0.465675,86.230904,14.637428,-86.915395
79,make slow circular sweeps until moving anatomy appears,1,frames/frame_000079.png,-0.598837,0.082238,0.145201,-0.556031,0.398777,0.561239,-0.465636,86.230222,14.641138,-86.920624
80,make slow circular sweeps until moving anatomy appears,1,frames/frame_000080.png,-0.597775,0.084780,0.144974,-0.554634,0.400571,0.562108,-0.464714,86.217801,14.550144,-87.207585
81,make slow circular sweeps until moving anatomy appears,1,frames/frame_000081.png,-0.598818,0.082225,0.145182,-0.556058,0.398779,0.561211,-0.465637,86.233965,14.640822,-86.917027
82,make slow circular sweeps until moving anatomy appears,1,frames/frame_000082.png,-0.598819,0.082236,0.145193,-0.556045,0.398763,0.561220,-0.465654,86.230818,14.640704,-86.916792
83,make slow circular sweeps until moving anatomy appears,1,frames/frame_000083.png,-0.597774,0.084795,0.144989,-0.554612,0.400589,0.562107,-0.464725,86.216684,14.547044,-87.209198
84,make slow circular sweeps until moving anatomy appears,1,frames/frame_000084.png,-0.597804,0.084775,0.145024,-0.554597,0.400556,0.562131,-0.464743,86.211496,14.548607,-87.209262
85,make slow circular sweeps until moving anatomy appears,1,frames/frame_000085.png,-0.598806,0.082222,0.145168,-0.556070,0.398758,0.561227,-0.465620,86.233435,14.644653,-86.917209
86,make slow circular sweeps until moving anatomy appears,1,frames/frame_000086.png,-0.598848,0.082214,0.145196,-0.556043,0.398757,0.561225,-0.465657,86.229897,14.641066,-86.916774
87,make slow circular sweeps until moving anatomy appears,1,frames/frame_000087.png,-0.598858,0.082185,0.145226,-0.556046,0.398726,0.561227,-0.465676,86.227378,14.642198,-86.914271
88,make slow circular sweeps until moving anatomy appears,1,frames/frame_000088.png,-0.597794,0.084761,0.145024,-0.554613,0.400533,0.562137,-0.464737,86.211371,14.551663,-87.207795
89,make slow circular sweeps until moving anatomy appears,1,frames/frame_000089.png,-0.597791,0.084754,0.145004,-0.554622,0.400547,0.562117,-0.464738,86.213938,14.550100,-87.206514
90,make slow circular sweeps until moving anatomy appears,1,frames/frame_000090.png,-0.597803,0.084751,0.144992,-0.554634,0.400549,0.562115,-0.464724,86.215754,14.551302,-87.206394
91,make slow circular sweeps until moving anatomy appears,1,frames/frame_000091.png,-0.598840,0.082194,0.145213,-0.556052,0.398717,0.561258,-0.465640,86.227217,14.646813,-86.917362
92,make slow circular sweeps until moving anatomy appears,1,frames/frame_000092.png,-0.597784,0.084756,0.144968,-0.554643,0.400569,0.562106,-0.464707,86.218741,14.551033,-87.207123
93,make slow circular sweeps until moving anatomy appears,1,frames/frame_000093.png,-0.597779,0.084751,0.144982,-0.554634,0.400565,0.562088,-0.464743,86.217290,14.547761,-87.204443
94,make slow circular sweeps until moving anatomy appears,1,frames/frame_000094.png,-0.598857,0.082182,0.145256,-0.555828,0.399060,0.560892,-0.466054,86.231526,14.569388,-86.902207
95,make slow circular sweeps until moving anatomy appears,1,frames/frame_000095.png,-0.597740,0.084722,0.144976,-0.556130,0.398978,0.562952,-0.463272,86.258551,14.861253,-87.165134
96,make slow circular sweeps until moving anatomy appears,1,frames/frame_000096.png,-0.597626,0.084627,0.144696,-0.562367,0.390136,0.569848,-0.454763,86.225772,16.623951,-87.240380
97,make slow circular sweeps until moving anatomy appears,1,frames/frame_000097.png,-0.597602,0.084613,0.144636,-0.565442,0.385362,0.573729,-0.450117,86.178301,17.572062,-87.314896
98,make slow circular sweeps until moving anatomy appears,1,frames/frame_000098.png,-0.598727,0.082101,0.145100,-0.572253,0.374153,0.580662,-0.442004,86.041605,19.500633,-87.222285
99,make slow circular sweeps until moving anatomy appears,1,frames/frame_000099.png,-0.597768,0.084831,0.145050,-0.573615,0.371234,0.585569,-0.436188,85.944600,20.360530,-87.640993
100,make slow circular sweeps until moving anatomy appears,1,frames/frame_000100.png,-0.597929,0.084844,0.145269,-0.578938,0.361618,0.593033,-0.427053,85.780430,22.197469,-87.828178
101,make slow circular sweeps until moving anatomy appears,1,frames/frame_000101.png,-0.597981,0.084706,0.145271,-0.584528,0.351484,0.600322,-0.417611,85.629135,24.094534,-87.982039
102,make slow circular sweeps until moving anatomy appears,1,frames/frame_000102.png,-0.597985,0.084590,0.145220,-0.587274,0.346484,0.603768,-0.412944,85.561940,25.023967,-88.050460
103,make slow circular sweeps until moving anatomy appears,1,frames/frame_000103.png,-0.599028,0.081795,0.145376,-0.593970,0.334251,0.609927,-0.404308,85.431878,27.018343,-87.907381
104,make slow circular sweeps until moving anatomy appears,1,frames/frame_000104.png,-0.598094,0.084485,0.145303,-0.604758,0.310906,0.627685,-0.378969,84.935506,31.570533,-88.742475
105,make slow circular sweeps until moving anatomy appears,1,frames/frame_000105.png,-0.598109,0.084540,0.145308,-0.609139,0.300857,0.634094,-0.369269,84.717736,33.388176,-88.982909
106,make slow circular sweeps until moving anatomy appears,1,frames/frame_000106.png,-0.598169,0.084436,0.145308,-0.611408,0.295485,0.637353,-0.364211,84.597668,34.341772,-89.102143
107,make slow circular sweeps until moving anatomy appears,1,frames/frame_000107.png,-0.598296,0.084299,0.145392,-0.615548,0.285166,0.643523,-0.354484,84.344494,36.161631,-89.353091
108,make slow circular sweeps until moving anatomy appears,1,frames/frame_000108.png,-0.598354,0.084290,0.145419,-0.619409,0.275223,0.649333,-0.344893,84.094184,37.920039,-89.619577
109,make slow circular sweeps until moving anatomy appears,1,frames/frame_000109.png,-0.598344,0.084303,0.145351,-0.620982,0.271283,0.651561,-0.340961,84.006622,38.625108,-89.725255
110,make slow circular sweeps until moving anatomy appears,1,frames/frame_000110.png,-0.598394,0.084277,0.145606,-0.623685,0.264043,0.655700,-0.333702,83.817665,39.916943,-89.949278
111,make slow circular sweeps until moving anatomy appears,1,frames/frame_000111.png,-0.598392,0.084399,0.145797,-0.627321,0.254500,0.661187,-0.323311,83.588824,41.681413,-90.297366
112,make slow circular sweeps until moving anatomy appears,1,frames/frame_000112.png,-0.598314,0.084474,0.145793,-0.629215,0.249542,0.664011,-0.317660,83.474355,42.615229,-90.495373
113,make slow circular sweeps until moving anatomy appears,1,frames/frame_000113.png,-0.598091,0.084610,0.145562,-0.632940,0.240041,0.669211,-0.306468,83.282607,44.427932,-90.876759
114,make slow circular sweeps until moving anatomy appears,1,frames/frame_000114.png,-0.598465,0.084530,0.146029,-0.640995,0.215212,0.681993,-0.278737,82.506296,48.967194,-91.995719
115,make slow circular sweeps until moving anatomy appears,1,frames/frame_000115.png,-0.598352,0.084534,0.145697,-0.644233,0.204854,0.686828,-0.266957,82.169931,50.857662,-92.487464
116,make slow circular sweeps until moving anatomy appears,1,frames/frame_000116.png,-0.598213,0.084554,0.145409,-0.645756,0.199895,0.689032,-0.261299,82.005452,51.760204,-92.726695
117,make slow circular sweeps until moving anatomy appears,1,frames/frame_000117.png,-0.598109,0.084607,0.145180,-0.648469,0.189490,0.693729,-0.249641,81.549461,53.621421,-93.318570
118,make slow circular sweeps until moving anatomy appears,1,frames/frame_000118.png,-0.598121,0.084599,0.145191,-0.649610,0.184409,0.696006,-0.244080,81.281100,54.512772,-93.640744
119,make slow circular sweeps until moving anatomy appears,1,frames/frame_000119.png,-0.598204,0.084750,0.145300,-0.651785,0.173784,0.700736,-0.232258,80.650196,56.380636,-94.398682
120,make slow circular sweeps until moving anatomy appears,1,frames/frame_000120.png,-0.598250,0.084748,0.145344,-0.652836,0.168407,0.702992,-0.226375,80.311379,57.312788,-94.792245
121,make slow circular sweeps until moving anatomy appears,1,frames/frame_000121.png,-0.598322,0.084829,0.145436,-0.654616,0.158470,0.707096,-0.215361,79.616467,59.036572,-95.598757
122,make slow circular sweeps until moving anatomy appears,1,frames/frame_000122.png,-0.598223,0.085126,0.145343,-0.656141,0.149978,0.710427,-0.205618,78.988515,60.528978,-96.348425
123,make slow circular sweeps until moving anatomy appears,1,frames/frame_000123.png,-0.598231,0.085334,0.145374,-0.657216,0.143065,0.713083,-0.197769,78.405122,61.728312,-97.022651
124,make slow circular sweeps until moving anatomy appears,1,frames/frame_000124.png,-0.599436,0.082757,0.145902,-0.658384,0.135029,0.714966,-0.192669,77.800163,62.799562,-97.393192
125,make slow circular sweeps until moving anatomy appears,1,frames/frame_000125.png,-0.598523,0.085242,0.146412,-0.658825,0.127419,0.719065,-0.180721,76.723175,64.345457,-98.846144
126,make slow circular sweeps until moving anatomy appears,1,frames/frame_000126.png,-0.598292,0.085027,0.145781,-0.660443,0.118954,0.721516,-0.170526,75.949634,65.849106,-99.776023
127,make slow circular sweeps until moving anatomy appears,1,frames/frame_000127.png,-0.598186,0.084970,0.145462,-0.661292,0.114151,0.722884,-0.164623,75.452958,66.706478,-100.370487
128,make slow circular sweeps until moving anatomy appears,1,frames/frame_000128.png,-0.598194,0.084952,0.145438,-0.662621,0.104186,0.725840,-0.152427,74.170313,68.458722,-101.849847
129,make slow circular sweeps until moving anatomy appears,1,frames/frame_000129.png,-0.598230,0.084885,0.145741,-0.663557,0.094222,0.728806,-0.140198,72.554755,70.184588,-103.662830
130,make slow circular sweeps until moving anatomy appears,1,frames/frame_000130.png,-0.599276,0.082227,0.146096,-0.664747,0.082031,0.731303,-0.128757,70.559521,72.015229,-105.606527
131,make slow circular sweeps until moving anatomy appears,1,frames/frame_000131.png,-0.598239,0.084850,0.145882,-0.664750,0.079359,0.732931,-0.120920,69.496652,72.792572,-107.096896
132,make slow circular sweeps until moving anatomy appears,2,frames/frame_000132.png,-0.598232,0.084851,0.145686,-0.665165,0.074536,0.734119,-0.114320,68.313649,73.653744,-108.429201
133,make slow circular sweeps until moving anatomy appears,2,frames/frame_000133.png,-0.598168,0.084886,0.145329,-0.665791,0.064906,0.736407,-0.101066,65.474321,75.344982,-111.571241
134,make slow circular sweeps until moving anatomy appears,2,frames/frame_000134.png,-0.599224,0.082206,0.145532,-0.666226,0.053466,0.738365,-0.090008,61.816236,76.959650,-115.203221
135,make slow circular sweeps until moving anatomy appears,2,frames/frame_000135.png,-0.598059,0.084783,0.145154,-0.665962,0.034398,0.742785,-0.059853,49.781769,80.135298,-128.147884
136,make slow circular sweeps until moving anatomy appears,2,frames/frame_000136.png,-0.598056,0.084789,0.145128,-0.665791,0.028309,0.743818,-0.051534,44.714886,80.944663,-133.397313
137,make slow circular sweeps until moving anatomy appears,2,frames/frame_000137.png,-0.599162,0.082157,0.145391,-0.665787,0.023627,0.744124,-0.049477,41.970634,81.309565,-135.928570
138,make slow circular sweeps until moving anatomy appears,2,frames/frame_000138.png,-0.598248,0.084807,0.145684,-0.665084,0.021240,0.745294,-0.041824,37.339374,81.725216,-140.988346
139,make slow circular sweeps until moving anatomy appears,2,frames/frame_000139.png,-0.598382,0.084791,0.145994,-0.664762,0.019443,0.745767,-0.039312,35.147144,81.884745,-143.238799
140,make slow circular sweeps until moving anatomy appears,2,frames/frame_000140.png,-0.598405,0.084815,0.146097,-0.664450,0.015733,0.746400,-0.033847,30.438204,82.233023,-148.090690
141,make slow circular sweeps until moving anatomy appears,2,frames/frame_000141.png,-0.599344,0.082172,0.146037,-0.664532,0.010864,0.746525,-0.031311,26.389714,82.523573,-151.949894
142,make slow circular sweeps until moving anatomy appears,2,frames/frame_000142.png,-0.598068,0.084824,0.145307,-0.664157,0.004436,0.747373,-0.017573,14.281232,83.021010,-164.652302
143,make slow circular sweeps until moving anatomy appears,2,frames/frame_000143.png,-0.599102,0.082190,0.145342,-0.663571,-0.006892,0.748055,-0.006258,-0.963782,83.150083,-179.896314
144,make slow circular sweeps until moving anatomy appears,2,frames/frame_000144.png,-0.599097,0.082223,0.145321,-0.662645,-0.016315,0.748726,0.006690,-15.353611,82.775348,165.427828
145,make slow circular sweeps until moving anatomy appears,2,frames/frame_000145.png,-0.598047,0.084740,0.145103,-0.659559,-0.037952,0.749601,0.040485,-40.956619,80.312492,138.837407
146,make slow circular sweeps until moving anatomy appears,1,frames/frame_000146.png,-0.598077,0.084717,0.145108,-0.658801,-0.042484,0.749651,0.046905,-44.355762,79.658745,135.284560
147,make slow circular sweeps until moving anatomy appears,1,frames/frame_000147.png,-0.598120,0.084683,0.145103,-0.657172,-0.051741,0.749562,0.060033,-50.085835,78.228976,129.238719
148,make slow circular sweeps until moving anatomy appears,1,frames/frame_000148.png,-0.598149,0.084741,0.145181,-0.655339,-0.060749,0.749337,0.073043,-54.407987,76.721201,124.589141
149,make slow circular sweeps until moving anatomy appears,1,frames/frame_000149.png,-0.598157,0.084792,0.145205,-0.654398,-0.065069,0.749158,0.079314,-56.141288,75.971222,122.695704
150,make slow circular sweeps until moving anatomy appears,1,frames/frame_000150.png,-0.599278,0.082050,0.145375,-0.652357,-0.075569,0.748781,0.089704,-59.161638,74.447897,119.682418
151,make slow circular sweeps until moving anatomy appears,1,frames/frame_000151.png,-0.598161,0.084760,0.145161,-0.651754,-0.076960,0.748365,0.096145,-60.048690,73.883909,118.381211
152,make slow circular sweeps until moving anatomy appears,1,frames/frame_000152.png,-0.598211,0.084751,0.145203,-0.650223,-0.083078,0.747870,0.104874,-61.653749,72.773060,116.559985
153,make slow circular sweeps until moving anatomy appears,1,frames/frame_000153.png,-0.598336,0.084687,0.145355,-0.649445,-0.085660,0.747732,0.108537,-62.217147,72.293523,115.906772
154,make slow circular sweeps until moving anatomy appears,1,frames/frame_000154.png,-0.598566,0.084629,0.145537,-0.648111,-0.090034,0.747408,0.115011,-63.135042,71.459046,114.814190
155,make slow circular sweeps until moving anatomy appears,2,frames/frame_000155.png,-0.598350,0.084646,0.145350,-0.643570,-0.107070,0.744895,0.139589,-66.325825,68.262793,110.990858
156,make slow circular sweeps until moving anatomy appears,2,frames/frame_000156.png,-0.598312,0.084635,0.145316,-0.641169,-0.116326,0.743110,0.152175,-67.726424,66.565478,109.306681
