frame_number,instruction_text,quality_score,image_path,robot_x,robot_y,robot_z,robot_qx,robot_qy,robot_qz,robot_qw,roll_deg,pitch_deg,yaw_deg
52,,1,frames/frame_000052.png,-0.406696,0.086664,0.246633,-0.413702,0.907841,-0.051415,0.045080,-172.486866,2.252924,-130.854617
53,,1,frames/frame_000053.png,-0.406673,0.086654,0.246590,-0.397645,0.914850,-0.052269,0.046861,-172.354997,2.531667,-132.845847
54,,1,frames/frame_000054.png,-0.406737,0.086612,0.246738,-0.365368,0.927947,-0.053905,0.050146,-172.132465,3.076830,-136.805522
55,,1,frames/frame_000055.png,-0.406756,0.086648,0.246767,-0.358111,0.930713,-0.054227,0.050884,-172.091108,3.203250,-137.687973
56,,1,frames/frame_000056.png,-0.406757,0.086653,0.246760,-0.345644,0.935306,-0.054875,0.052175,-172.012034,3.420548,-139.197344
57,,1,frames/frame_000057.png,-0.406800,0.086611,0.246751,-0.331654,0.940259,-0.055463,0.053314,-171.955348,3.638978,-140.885816
58,,1,frames/frame_000058.png,-0.406803,0.086550,0.246709,-0.314913,0.945901,-0.056113,0.054338,-171.911782,3.867843,-142.898808
59,,1,frames/frame_000059.png,-0.407672,0.086016,0.247431,-0.298644,0.951129,-0.055497,0.055546,-172.003505,4.158480,-144.845782
60,,1,frames/frame_000060.png,-0.406775,0.086484,0.246642,-0.289422,0.953848,-0.057256,0.055949,-171.836546,4.220271,-145.940408
61,,1,frames/frame_000061.png,-0.406860,0.086398,0.246726,-0.272729,0.958654,-0.058013,0.056887,-171.796704,4.440662,-147.920183
62,,1,frames/frame_000062.png,-0.406884,0.086430,0.246776,-0.255646,0.963245,-0.058786,0.057870,-171.760273,4.670768,-149.935997
63,,1,frames/frame_000063.png,-0.406927,0.086421,0.246803,-0.237941,0.967663,-0.059691,0.058732,-171.720941,4.890920,-152.016797
64,,1,frames/frame_000064.png,-0.406628,0.086522,0.246654,-0.202635,0.975454,-0.061788,0.060093,-171.632766,5.289909,-156.142037
65,,1,frames/frame_000065.png,-0.406539,0.086531,0.246731,-0.193559,0.977247,-0.062376,0.060273,-171.611384,5.373973,-157.198958
66,,1,frames/frame_000066.png,-0.406495,0.086513,0.246752,-0.175470,0.980552,-0.063546,0.060738,-171.568610,5.555636,-159.298755
67,,1,frames/frame_000067.png,-0.406526,0.086483,0.246632,-0.158098,0.983388,-0.064717,0.061362,-171.522020,5.751959,-161.306918
68,,1,frames/frame_000068.png,-0.406601,0.086457,0.246609,-0.140003,0.986019,-0.065909,0.061825,-171.484203,5.938854,-163.394820
69,,1,frames/frame_000069.png,-0.406631,0.086462,0.246729,-0.130984,0.987214,-0.066472,0.061919,-171.472670,6.017996,-164.435110
70,,1,frames/frame_000070.png,-0.406653,0.086420,0.246786,-0.122361,0.988273,-0.067018,0.062077,-171.460171,6.101904,-165.427936
71,,1,frames/frame_000071.png,-0.406740,0.086444,0.246960,-0.104954,0.990191,-0.068037,0.062268,-171.448622,6.259539,-167.430704
72,,1,frames/frame_000072.png,-0.406847,0.086477,0.247075,-0.090921,0.991514,-0.068802,0.062449,-171.447486,6.391843,-169.042917
73,,1,frames/frame_000073.png,-0.406861,0.086507,0.247080,-0.079291,0.992452,-0.069418,0.062713,-171.448755,6.515384,-170.376563
74,,1,frames/frame_000074.png,-0.407901,0.086092,0.247931,-0.062672,0.993662,-0.068931,0.062904,-171.612669,6.682624,-172.291481
75,,1,frames/frame_000075.png,-0.407039,0.086507,0.247202,-0.055771,0.993937,-0.070651,0.063149,-171.458826,6.756580,-173.071691
76,,1,frames/frame_000076.png,-0.407089,0.086437,0.247254,-0.053125,0.994071,-0.070795,0.063153,-171.460076,6.778730,-173.375165
77,,1,frames/frame_000077.png,-0.407109,0.086370,0.247240,-0.050731,0.994182,-0.070927,0.063225,-171.460510,6.806615,-173.648976
78,,1,frames/frame_000078.png,-0.407209,0.086191,0.247299,-0.046819,0.994358,-0.071119,0.063259,-171.464869,6.842768,-174.097209
79,,1,frames/frame_000079.png,-0.407231,0.086164,0.247279,-0.043520,0.994489,-0.071304,0.063359,-171.465490,6.881351,-174.474455
80,,1,frames/frame_000080.png,-0.407263,0.086308,0.247327,-0.040641,0.994605,-0.071421,0.063312,-171.472022,6.899972,-174.805127
81,,1,frames/frame_000081.png,-0.407321,0.086319,0.247371,-0.038475,0.994686,-0.071508,0.063295,-171.477055,6.916088,-175.053817
82,,1,frames/frame_000082.png,-0.407225,0.086146,0.247218,-0.037450,0.994737,-0.071786,0.062792,-171.455004,6.865907,-175.174273
83,,1,frames/frame_000083.png,-0.407106,0.086068,0.247116,-0.036886,0.994912,-0.072121,0.059897,-171.437120,6.538129,-175.263490
84,,1,frames/frame_000084.png,-0.408041,0.085651,0.247898,-0.036862,0.995315,-0.070760,0.054611,-171.624244,5.940347,-175.322649
85,,1,frames/frame_000085.png,-0.407080,0.086270,0.247127,-0.032220,0.996084,-0.071207,0.041331,-171.665099,4.459222,-175.969542
86,,1,frames/frame_000086.png,-0.407064,0.086322,0.247138,-0.030679,0.996305,-0.070906,0.037519,-171.723616,4.037566,-176.180308
87,,1,frames/frame_000087.png,-0.408077,0.085787,0.248044,-0.028458,0.996764,-0.069035,0.029752,-171.979343,3.174763,-176.506652
88,,1,frames/frame_000088.png,-0.407128,0.086261,0.247248,-0.026254,0.996836,-0.070237,0.026377,-171.860516,2.802770,-176.783165
89,,1,frames/frame_000089.png,-0.407096,0.086283,0.247196,-0.024849,0.996968,-0.070037,0.023050,-171.898754,2.434600,-176.972015
90,,1,frames/frame_000090.png,-0.407201,0.086260,0.247414,-0.022131,0.997180,-0.069721,0.016764,-171.960515,1.739020,-177.334979
91,,1,frames/frame_000091.png,-0.407237,0.086208,0.247482,-0.019180,0.997344,-0.069412,0.010940,-172.015720,1.097828,-177.719901
92,,1,frames/frame_000092.png,-0.407132,0.086215,0.247327,-0.015823,0.997463,-0.069202,0.005306,-172.054790,0.480983,-178.148973
93,,1,frames/frame_000093.png,-0.407173,0.086115,0.247337,-0.012111,0.997522,-0.069310,-0.000109,-172.052034,-0.108624,-178.616345
94,,1,frames/frame_000094.png,-0.407290,0.085858,0.247399,-0.007468,0.997524,-0.069761,-0.004739,-172.003393,-0.601370,-179.184165
95,,1,frames/frame_000095.png,-0.407310,0.085541,0.247210,-0.000435,0.997457,-0.070386,-0.011177,-171.926742,-1.281122,179.959541
96,,1,frames/frame_000096.png,-0.407347,0.085453,0.247220,0.000954,0.997429,-0.070566,-0.012446,-171.903836,-1.414969,179.790292
97,,1,frames/frame_000097.png,-0.407398,0.085448,0.247279,0.003289,0.997383,-0.070733,-0.014628,-171.879786,-1.645480,179.505292
98,,1,frames/frame_000098.png,-0.407462,0.085398,0.247306,0.004286,0.997356,-0.070848,-0.015590,-171.864189,-1.747204,179.383264
99,,1,frames/frame_000099.png,-0.407506,0.085413,0.247342,0.005531,0.997347,-0.070559,-0.017013,-171.893749,-1.900042,179.229848
100,,1,frames/frame_000100.png,-0.408494,0.084766,0.248176,0.004487,0.997548,-0.067324,-0.018595,-172.265987,-2.091480,179.343155
101,,1,frames/frame_000101.png,-0.407761,0.085247,0.247471,0.004084,0.997666,-0.065174,-0.019953,-172.512641,-2.251145,179.383572
102,,1,frames/frame_000102.png,-0.407971,0.085146,0.247556,0.002572,0.997944,-0.060305,-0.021551,-173.074243,-2.447467,179.556487
103,,1,frames/frame_000103.png,-0.408060,0.085194,0.247536,0.001380,0.998226,-0.054831,-0.023153,-173.704994,-2.640717,179.696362
104,,1,frames/frame_000104.png,-0.408130,0.085103,0.247521,0.000391,0.998464,-0.049652,-0.024591,-174.301671,-2.812486,179.815084
105,,1,frames/frame_000105.png,-0.408208,0.084971,0.247504,-0.000509,0.998652,-0.045031,-0.025802,-174.834378,-2.956615,179.924969
106,,1,frames/frame_000106.png,-0.408364,0.085015,0.247511,-0.001492,0.998855,-0.039152,-0.027455,-175.511973,-3.150764,-179.952325
107,,1,frames/frame_000107.png,-0.408394,0.084932,0.247518,-0.001767,0.998959,-0.035895,-0.028105,-175.886698,-3.226270,-179.913169
108,,1,frames/frame_000108.png,-0.408539,0.084794,0.247662,-0.001678,0.999052,-0.032802,-0.028580,-176.241338,-3.280003,-179.915171
109,,1,frames/frame_000109.png,-0.408656,0.084731,0.247825,-0.001558,0.999093,-0.031322,-0.028796,-176.410894,-3.304186,-179.924879
110,,1,frames/frame_000110.png,-0.408779,0.084656,0.248005,-0.001412,0.999131,-0.029951,-0.028941,-176.567695,-3.320269,-179.937580
111,,1,frames/frame_000111.png,-0.408936,0.084686,0.248026,-0.000933,0.999216,-0.027165,-0.028792,-176.885930,-3.301513,-179.982719
112,,1,frames/frame_000112.png,-0.409071,0.084738,0.247834,-0.000581,0.999284,-0.024933,-0.028445,-177.141017,-3.260679,179.985288
113,,1,frames/frame_000113.png,-0.410069,0.084076,0.248748,-0.001101,0.999370,-0.020939,-0.028627,-177.601066,-3.282765,-179.942542
114,,1,frames/frame_000114.png,-0.409232,0.084697,0.247927,-0.000082,0.999362,-0.021706,-0.028372,-177.509795,-3.251055,179.938724
115,,1,frames/frame_000115.png,-0.409297,0.084609,0.247999,0.000170,0.999397,-0.020081,-0.028339,-177.695398,-3.246849,179.915127
116,,1,frames/frame_000116.png,-0.409429,0.084526,0.247938,0.000435,0.999431,-0.018571,-0.028156,-177.867898,-3.225346,179.890135
117,,1,frames/frame_000117.png,-0.409436,0.084524,0.247941,0.000434,0.999436,-0.018279,-0.028149,-177.901356,-3.224620,179.891182
118,,1,frames/frame_000118.png,-0.409429,0.084584,0.247972,0.000511,0.999441,-0.017990,-0.028180,-177.934272,-3.228067,179.883159
119,,1,frames/frame_000119.png,-0.409430,0.084750,0.248017,0.000883,0.999446,-0.017595,-0.028220,-177.978417,-3.231924,179.841667
120,,1,frames/frame_000120.png,-0.409386,0.084954,0.247988,0.001277,0.999455,-0.017239,-0.028115,-178.018044,-3.219207,179.797868
121,,1,frames/frame_000121.png,-0.409563,0.084967,0.248090,0.001920,0.999466,-0.016995,-0.027853,-178.044003,-3.187863,179.725453
122,,1,frames/frame_000122.png,-0.409882,0.084960,0.248146,0.002599,0.999470,-0.017048,-0.027593,-178.035856,-3.156813,179.647882
123,,1,frames/frame_000123.png,-0.411865,0.084488,0.249221,0.003129,0.999486,-0.016210,-0.027493,-178.130432,-3.144590,179.589907
124,,1,frames/frame_000124.png,-0.412686,0.085521,0.248629,0.005083,0.999459,-0.018576,-0.026656,-177.853390,-3.043562,179.360194
125,,1,frames/frame_000125.png,-0.415815,0.085704,0.249820,0.005184,0.999482,-0.018106,-0.026093,-177.907453,-2.979019,179.351188
126,,1,frames/frame_000126.png,-0.420413,0.088602,0.249598,0.007549,0.999460,-0.021104,-0.024034,-177.558604,-2.735420,179.076255
127,,1,frames/frame_000127.png,-0.422835,0.088716,0.250756,0.007175,0.999487,-0.019951,-0.024004,-177.691947,-2.733829,179.122261
128,,1,frames/frame_000128.png,-0.423475,0.090077,0.250124,0.008609,0.999457,-0.021585,-0.023366,-177.501383,-2.655780,178.955047
129,,1,frames/frame_000129.png,-0.426496,0.091642,0.250553,0.009868,0.999451,-0.021816,-0.022884,-177.472126,-2.597063,178.811369
130,,1,frames/frame_000130.png,-0.429416,0.093274,0.250983,0.010982,0.999442,-0.021871,-0.022725,-177.463193,-2.575977,178.683851
131,,1,frames/frame_000131.png,-0.432424,0.094889,0.251415,0.011124,0.999430,-0.021824,-0.023219,-177.467455,-2.632276,178.666444
132,,1,frames/frame_000132.png,-0.435245,0.096363,0.251782,0.009764,0.999420,-0.021880,-0.024198,-177.463387,-2.747855,178.819686
133,,1,frames/frame_000133.png,-0.437615,0.097550,0.252141,0.008465,0.999406,-0.021978,-0.025147,-177.454577,-2.859752,178.965837
134,,1,frames/frame_000134.png,-0.439578,0.098544,0.252331,0.007432,0.999396,-0.022034,-0.025828,-177.450453,-2.940449,179.082385
135,,1,frames/frame_000135.png,-0.441070,0.099310,0.252451,0.006624,0.999387,-0.022091,-0.026324,-177.445782,-2.999302,179.173627
136,,1,frames/frame_000136.png,-0.442329,0.100023,0.252606,0.006017,0.999379,-0.022064,-0.026811,-177.450238,-3.056596,179.242041
137,,1,frames/frame_000137.png,-0.442476,0.100330,0.252750,0.009990,0.999389,-0.020086,-0.026787,-177.665107,-3.046125,178.792497
138,,1,frames/frame_000138.png,-0.443432,0.100042,0.253576,0.017574,0.999412,-0.014583,-0.025569,-178.275905,-2.900155,177.941493
139,,1,frames/frame_000139.png,-0.443057,0.101017,0.252555,0.023654,0.999351,-0.013479,-0.023577,-178.390512,-2.664409,177.250776
140,,1,frames/frame_000140.png,-0.444877,0.100791,0.253343,0.027659,0.999328,-0.010002,-0.021864,-178.784047,-2.472845,176.802916
141,,1,frames/frame_000141.png,-0.448776,0.103556,0.252607,0.037205,0.999156,-0.007298,-0.015828,-179.096411,-1.781383,175.720935
142,,1,frames/frame_000142.png,-0.453743,0.104496,0.253700,0.037293,0.999207,-0.005029,-0.013010,-179.368324,-1.468281,175.717040
143,,1,frames/frame_000143.png,-0.454990,0.106088,0.253026,0.037698,0.999207,-0.005902,-0.011361,-179.274962,-1.275475,175.670658
144,,1,frames/frame_000144.png,-0.459320,0.108089,0.253325,0.036014,0.999295,-0.005229,-0.009206,-179.363151,-1.032696,175.866283
145,,1,frames/frame_000145.png,-0.463643,0.110082,0.253639,0.033345,0.999402,-0.004898,-0.007759,-179.409324,-0.869957,176.173554
146,,1,frames/frame_000146.png,-0.467566,0.111883,0.253955,0.027894,0.999577,-0.005162,-0.006420,-179.388149,-0.718938,176.799171
147,,1,frames/frame_000147.png,-0.474630,0.113735,0.255295,0.013671,0.999887,-0.005362,-0.003356,-179.380401,-0.376158,178.431267
148,,1,frames/frame_000148.png,-0.476802,0.114625,0.255415,0.008551,0.999944,-0.005835,-0.002065,-179.329329,-0.230859,179.018763
149,,1,frames/frame_000149.png,-0.476800,0.115637,0.254665,0.007017,0.999949,-0.007183,-0.001301,-179.175814,-0.143327,179.194826
150,,1,frames/frame_000150.png,-0.477690,0.115949,0.254755,0.004940,0.999960,-0.007362,-0.000860,-179.155852,-0.094417,179.433171
151,,1,frames/frame_000151.png,-0.480141,0.115887,0.255668,0.000782,0.999978,-0.006543,-0.000265,-179.250254,-0.029768,179.910249
152,,1,frames/frame_000152.png,-0.481347,0.116410,0.255785,-0.001969,0.999975,-0.006773,0.000394,-179.223809,0.043582,-179.774036
153,,1,frames/frame_000153.png,-0.481555,0.117397,0.255101,-0.003215,0.999959,-0.008392,0.001043,-179.037898,0.116470,-179.630580
154,,1,frames/frame_000154.png,-0.482558,0.117484,0.255148,-0.005702,0.999937,-0.009568,0.001710,-178.902424,0.189631,-179.344701
155,,1,frames/frame_000155.png,-0.483609,0.117346,0.255086,-0.008460,0.999903,-0.010886,0.002075,-178.750589,0.227250,-179.028006
156,,1,frames/frame_000156.png,-0.485272,0.117062,0.255106,-0.009719,0.999884,-0.011347,0.002804,-178.696600,0.308591,-178.882646
157,,1,frames/frame_000157.png,-0.487854,0.117187,0.255389,-0.010342,0.999868,-0.011972,0.003607,-178.623850,0.399089,-178.810007
158,,1,frames/frame_000158.png,-0.494959,0.118324,0.256172,-0.018991,0.999708,-0.013946,0.005297,-178.390577,0.576424,-177.815316
159,,1,frames/frame_000159.png,-0.496796,0.118654,0.256322,-0.022730,0.999620,-0.014539,0.005698,-178.319383,0.614862,-177.385790
160,,1,frames/frame_000160.png,-0.498659,0.118892,0.256563,-0.026945,0.999505,-0.015147,0.005846,-178.246711,0.622837,-176.902037
161,,1,frames/frame_000161.png,-0.501851,0.119195,0.256997,-0.036236,0.999193,-0.016272,0.005951,-178.111661,0.613822,-175.836046
162,,1,frames/frame_000162.png,-0.504371,0.119310,0.257316,-0.044395,0.998846,-0.017311,0.005997,-177.987521,0.598407,-174.899651
163,,1,frames/frame_000163.png,-0.507410,0.118876,0.258258,-0.051641,0.998502,-0.017083,0.005980,-178.009441,0.583122,-174.068663
164,,1,frames/frame_000164.png,-0.508346,0.118906,0.258365,-0.054566,0.998340,-0.017451,0.006002,-177.965493,0.577572,-173.732738
165,,1,frames/frame_000165.png,-0.508972,0.119541,0.257838,-0.058995,0.998057,-0.019114,0.006112,-177.772003,0.569777,-173.223286
166,,1,frames/frame_000166.png,-0.510300,0.119406,0.258080,-0.063150,0.997794,-0.019548,0.006032,-177.720595,0.548268,-172.746341
167,,1,frames/frame_000167.png,-0.511385,0.119313,0.258178,-0.066592,0.997563,-0.019934,0.006055,-177.674383,0.540008,-172.350845
168,,1,frames/frame_000168.png,-0.512232,0.119408,0.258238,-0.069060,0.997389,-0.020201,0.006130,-177.641945,0.540793,-172.067048
169,,1,frames/frame_000169.png,-0.515538,0.120064,0.258365,-0.066241,0.997570,-0.019636,0.009010,-177.686008,0.880957,-172.384233
170,,1,frames/frame_000170.png,-0.520075,0.120553,0.259540,-0.065927,0.997584,-0.018961,0.010930,-177.748936,1.106257,-172.416263
171,,1,frames/frame_000171.png,-0.522156,0.121293,0.259636,-0.066870,0.997501,-0.019312,0.012114,-177.698543,1.236796,-172.304742
172,,1,frames/frame_000172.png,-0.523326,0.122563,0.259086,-0.068352,0.997358,-0.020771,0.013196,-177.521311,1.345572,-172.129865
173,,1,frames/frame_000173.png,-0.528014,0.124049,0.259640,-0.074781,0.996848,-0.022161,0.014513,-177.342323,1.468114,-171.385661
174,,1,frames/frame_000174.png,-0.532878,0.125612,0.260259,-0.083493,0.996118,-0.023434,0.015141,-177.178148,1.504230,-170.380492
175,,1,frames/frame_000175.png,-0.537773,0.127191,0.261039,-0.094607,0.995099,-0.024502,0.015043,-177.040688,1.449877,-169.100630
176,,1,frames/frame_000176.png,-0.542117,0.128543,0.261826,-0.106886,0.993852,-0.025095,0.014259,-176.965149,1.316693,-167.688336
177,,1,frames/frame_000177.png,-0.546740,0.129085,0.263216,-0.117908,0.992629,-0.024672,0.013287,-177.012087,1.178042,-166.421192
178,,1,frames/frame_000178.png,-0.548608,0.130470,0.263022,-0.125990,0.991613,-0.025891,0.012659,-176.873091,1.064756,-165.489009
179,,1,frames/frame_000179.png,-0.554018,0.131223,0.264650,-0.139169,0.989873,-0.025544,0.011410,-176.918728,0.886916,-163.970339
180,,1,frames/frame_000180.png,-0.553891,0.132014,0.264112,-0.141277,0.989553,-0.026449,0.011236,-176.816904,0.845959,-163.726232
181,,1,frames/frame_000181.png,-0.555388,0.132271,0.264386,-0.145535,0.988936,-0.026617,0.010822,-176.801179,0.782564,-163.234629
182,,1,frames/frame_000182.png,-0.556053,0.132295,0.264502,-0.147488,0.988647,-0.026670,0.010656,-176.796508,0.756511,-163.009011
183,,1,frames/frame_000183.png,-0.557328,0.132380,0.264583,-0.149623,0.988325,-0.026698,0.010717,-176.790680,0.756024,-162.761519
184,,1,frames/frame_000184.png,-0.559062,0.133240,0.264693,-0.148403,0.988499,-0.026729,0.011508,-176.774579,0.849031,-162.900050
185,,1,frames/frame_000185.png,-0.561755,0.134551,0.264880,-0.147510,0.988606,-0.027042,0.012985,-176.714705,1.014004,-162.997911
186,,1,frames/frame_000186.png,-0.566185,0.135433,0.265791,-0.149669,0.988269,-0.026713,0.014516,-176.723412,1.185870,-162.742624
187,,1,frames/frame_000187.png,-0.570201,0.137073,0.266133,-0.153789,0.987599,-0.027351,0.015797,-176.623452,1.305831,-162.259525
188,,1,frames/frame_000188.png,-0.573537,0.139201,0.265653,-0.159502,0.986636,-0.028744,0.016775,-176.440249,1.371355,-161.591136
189,,1,frames/frame_000189.png,-0.578081,0.140959,0.266167,-0.167298,0.985351,-0.028808,0.016278,-176.431872,1.285870,-160.687757
190,,1,frames/frame_000190.png,-0.584942,0.142351,0.267737,-0.184863,0.982292,-0.027779,0.012545,-176.605102,0.823639,-158.659340
191,,1,frames/frame_000191.png,-0.587074,0.143538,0.267525,-0.195207,0.980297,-0.028477,0.010050,-176.574068,0.491931,-157.461286
192,,1,frames/frame_000192.png,-0.588436,0.143894,0.267844,-0.199803,0.979383,-0.028442,0.008838,-176.603519,0.340702,-156.928633
193,,1,frames/frame_000193.png,-0.589674,0.144204,0.268036,-0.203931,0.978542,-0.028389,0.007818,-176.632020,0.213197,-156.449510
